beta,minus_avg_rtt_ms,plus_avg_rtt_ms,plus_minus_rtt_delta_ms,minus_route_change_rate,plus_route_change_rate,plus_minus_route_change_delta
0.01,167.32533026030376,167.32533033358882,7.3285065127493e-08,0.1,0.10363636363636364,0.003636363636363632
0.02,167.32533026030376,167.32533033358882,7.3285065127493e-08,0.1,0.10363636363636364,0.003636363636363632
0.05,167.33409570943496,167.33392898746538,-0.0001667219695775657,0.09818181818181818,0.10363636363636364,0.005454545454545462
0.1,169.48652634045249,169.48846418561178,0.0019378451592899637,0.10272727272727272,0.10909090909090909,0.006363636363636363
0.2,169.73169473548387,169.73331602079398,0.0016212853101080782,0.10363636363636364,0.11,0.006363636363636363
0.3,175.3529987841878,175.35928564098057,0.006286856792769413,0.10272727272727272,0.11363636363636363,0.01090909090909091
