beta,min_multiplier,mean_multiplier,max_multiplier
0.01,0.9900034548211061,0.9999990104373282,1.0099464642351648
0.02,0.9800069096422122,0.9999980208746566,1.0198929284703293
0.05,0.9500172741055305,0.9999950521866414,1.0497323211758236
0.1,0.900034548211061,0.9999901043732831,1.099464642351647
0.2,0.800069096422122,0.999980208746566,1.198929284703294
0.3,0.700103644633183,0.9999703131198491,1.298393927054941
