timestep_ns,distance_w0_m,euclidean_from_positions_m,abs_error_m,rel_error
0,1555356.0472453425,1562862.574340913,7506.527095570462,0.004826243552956964
0,3536640.4377131234,3534407.8911627308,2232.546550392639,0.0006312619531761779
0,1876098.1039789736,1877830.4077963545,1732.3038173809182,0.0009233546016100729
0,3539065.8031285484,3522443.3499191636,16622.45320938481,0.00469684773724481
0,2184971.965303526,2179516.468190492,5455.4971130336635,0.0024968270530078916
0,3541090.8426076695,3530314.41645518,10776.426152489614,0.0030432504082707527
0,2643097.0465108096,2636834.029244493,6263.017266316339,0.002369575220321266
0,3541146.142244009,3547765.2645629155,6619.12231890671,0.001869203374563977
0,2470089.3173183664,2469694.0743226428,395.24299572361633,0.00016001162101810507
0,3540943.802297079,3559262.6894775983,18318.88718051929,0.005173447590056491
0,2184644.1186998105,2192420.140674479,7776.021974668372,0.0035593998620225002
0,3541029.0260135983,3555119.0480728364,14090.02205923805,0.003979075561292488
0,2037247.6262366064,2048601.9981257538,11354.371889147442,0.0055733882042225255
0,3541202.0024651145,3538842.6767223417,2359.3257427727804,0.0006662499741981389
0,2184645.402079148,2192421.590055568,7776.187976419926,0.00355947375671093
0,3540717.342077785,3524008.9167363723,16708.42534141289,0.004718937923355371
0,2470089.743303773,2469693.950696477,395.79260729579255,0.00016023410014504795
0,3539067.137943919,3522445.412825103,16621.7251188159,0.004696640236238234
0,2643098.3839261215,2636835.8243315183,6262.559594603255,0.002369400864034694
0,3536636.7626103032,3534404.130727887,2232.6318824160844,0.0006312867371678382
0,2580643.0270274086,2576591.6161805457,4051.410846862942,0.0015699230015279106
0,3534603.546928765,3548687.1411544834,14083.59422571864,0.003984490491997596
0,2324741.945689497,2328699.1645402554,3957.2188507583924,0.0017022185443402913
0,3534124.9598188642,3552386.4047508677,18261.444932003506,0.005167175790224313
0,2074360.4861990523,2084755.5264740852,10395.040275032865,0.005011202413559363
0,3535486.631053673,3542174.0310923224,6687.400038649328,0.0018915076583548832
0,2074360.6907410955,2084756.0331271335,10395.342386038043,0.005011347559967575
0,3537890.4493827466,3527249.5839432254,10640.865439521149,0.0030076865272574095
0,2324739.288498953,2328695.604310761,3956.315811808221,0.0017018320425783104
0,3540050.778748052,3521237.905945242,18812.872802810278,0.005314294618526206
0,2580640.6201024926,2576589.0623288695,4051.55777362315,0.001569981399991386
0,3540717.43922368,3524008.739211451,16708.700012229383,0.0047190153687871935
0,2258344.64602769,2250881.1878527463,7463.458174943458,0.003304835773437545
0,3541203.5949213607,3538843.9399407557,2359.6549806050025,0.000666342648016374
0,2053338.9618137649,2051172.6429697745,2166.3188439903315,0.0010550225190665884
0,3541028.354640658,3555118.566723478,14090.212082820013,0.003979129979107406
0,1699578.7385060168,1704718.5047501365,5139.766244119732,0.00302414129317583
0,3540943.2021492347,3559261.8130610604,18318.61091182567,0.005173370445678678
0,1505575.566152879,1513966.630346796,8391.064193916973,0.005573326495566233
0,3541146.8768197163,3547765.9079515855,6619.031131869182,0.0018691772361087986
0,1699582.170348651,1704719.992296903,5137.82194825192,0.0030229912021246673
0,3541088.620771081,3530312.43241537,10776.188355711289,0.0030431851641613944
0,2053337.7267831666,2051172.250146134,2165.4766370325815,0.001054612988787332
0,3540051.3518957337,3521238.5436818306,18812.808213903103,0.005314275512932503
0,2258345.6296933936,2250882.8807340637,7462.748959329911,0.0033045202918488155
0,3537886.5540934624,3527245.7971653277,10640.75692813471,0.0030076591675397193
0,2184974.211768185,2179518.523244399,5455.688523785677,0.002496912089122862
0,3535489.5084858653,3542177.3842263855,6687.87574052019,0.0018916406694088562
0,1876101.392756349,1877833.0785534303,1731.685797081329,0.000923023565659825
0,3534124.2324398286,3552385.7442036215,18261.51176379295,0.005167195764135852
0,1555356.3109434221,1562861.8879661956,7505.5770227734465,0.004825631895382762
0,3534603.9508594987,3548687.5070158276,14083.55615632888,0.003984479266171879
0,1555356.713904392,1562862.5743409127,7505.860436520772,0.004825812863004852
0,3536640.8724016515,3534407.8911627303,2232.981238921173,0.0006313847855874625
0,1876097.7124575088,1877830.3901715353,1732.677714026533,0.0009235540891720884
0,3539064.8024202846,3522443.3331061997,16621.469314084854,0.004696571055358414
0,2184972.0096459966,2179516.468190492,5455.5414555044845,0.0024968472966335055
0,3541090.555725667,3530314.4332527975,10776.122472869698,0.003043164896036208
0,2643086.754395508,2636823.567147366,6263.187248142436,0.0023696487592496257
0,3541146.5620600446,3547765.285542246,6618.7234822013415,0.0018690905237062347
0,2470081.1807959243,2469686.0868077306,395.0939881936647,0.00015995182314872548
0,3540943.489368366,3559262.6685085227,18319.1791401566,0.005173530499755131
0,2184640.6491659167,2192415.9825868555,7775.333420938812,0.0035590903354780065
0,3541030.0418487387,3555119.1822980824,14089.140449343715,0.003978825449893079
0,2037246.3346480327,2048600.0465627622,11353.71191472956,0.005573067783524125
0,3541200.6791329267,3538842.605089624,2358.074043302797,0.0006658967556394398
0,2184641.8799883425,2192417.407459004,7775.527470661327,0.003559177154794276
0,3540717.633288554,3524008.647866915,16708.985421638936,0.00471909571792652
0,2470081.02162505,2469685.582540172,395.4390848777257,0.0001600915441298233
0,3539067.695897457,3522445.68183254,16622.01406491734,0.00469672114048167
0,2643087.8088517627,2636825.1798467077,6262.629005054943,0.002369436605201406
0,3536636.9644333813,3534403.8616986373,2233.102734744083,0.0006314198367549601
0,2580633.2919054604,2576581.76656929,4051.525336170569,0.0015699732886802554
0,3534603.48202824,3548687.2128804973,14083.73085225746,0.003984529219151869
0,2324735.870060094,2328692.2031748006,3956.3331147064455,0.0017018419880122444
0,3534124.53463814,3552386.539242243,18262.004604103044,0.005167334774175664
0,2074357.8850499964,2084752.6898548254,10394.80480482895,0.0050110951826321005
0,3535486.1971107777,3542174.0416006627,6687.844489885028,0.00189163360200653
0,2074358.285696213,2084753.4347060523,10395.149009839399,0.005011260148027174
0,3537890.865499549,3527249.5734342188,10641.292065330315,0.0030078067611132397
0,2324732.948137031,2328689.446646201,3956.498509170022,0.0017019152726082526
0,3540050.5206576153,3521237.8891356504,18812.63152196491,0.005314226848511245
0,2580630.8449773365,2576579.381480075,4051.4634972615167,0.001569950814602891
0,3540717.6821610653,3524008.6929995557,16708.989161509555,0.004719096709035349
0,2258353.0865725954,2250889.407495795,7463.6790768005885,0.003304921237151579
0,3541203.344775234,3538843.9777189526,2359.367056281306,0.0006662613881697491
0,2053344.4175027509,2051178.2218478047,2166.1956549461465,0.0010549597215554533
0,3541027.854568697,3555118.5247780923,14090.670209395234,0.003979259917770824
0,1699579.90852299,1704719.3400873372,5139.43156434712,0.0030239422921947297
0,3540944.8840461047,3559261.9808136583,18317.096767553594,0.005172940378169156
0,1505573.4265902229,1513964.4366025308,8391.010012307903,0.005573298428434413
0,3541146.1409309716,3547765.907951586,6619.767020614352,0.0018693854354381453
0,1699579.2263935322,1704720.885185036,5141.658791503869,0.003025253963838067
0,3541088.981725219,3530312.163653473,10776.818071746267,0.0030433626851409422
0,2053344.236093555,2051178.2890223642,2165.9470711909235,0.001054838751884873
0,3540051.154300263,3521238.8126356243,18812.341664638836,0.0053141440178870345
0,2258353.6759515633,2250890.4889971875,7463.186954375822,0.003304702462616352
0,3537885.902216923,3527245.7254298595,10640.17678706348,0.003007495742131224
0,2184981.4552421835,2179526.3051310205,5455.150111163035,0.0024966573963706184
0,3535489.8603745624,3542177.384226385,6687.523851822596,0.001891540950739453
0,1876104.4134935061,1877836.5678238415,1732.1543303353246,0.0009232718167907663
0,3534123.9136680546,3552385.6814350365,18261.76776698185,0.005167268667732713
0,1555354.80346227,1562860.5006069683,7505.697144698352,0.004825713803686739
0,3534604.348434602,3548687.5070158276,14083.158581225667,0.003984366337200594
0,1555354.675709762,1562861.1839929514,7506.508283189498,0.004826235713577046
0,3536640.856576124,3534407.924791384,2232.9317847401835,0.0006313708050361435
0,1876101.7421852336,1877833.7741539537,1732.0319687200245,0.0009232079101971301
0,3539064.5333290827,3522443.316293239,16621.217035843525,0.004696500128582987
0,2184978.549837155,2179524.006902425,5454.542934729718,0.0024963828295413893
0,3541090.497832088,3530314.4332527975,10776.064579290338,0.003043148596707036
0,2643086.6950989594,2636823.889057579,6262.8060413803905,0.002369504584542546
0,3541146.6836003116,3547765.298129844,6618.61452953238,0.0018690596919309717
0,2470081.063488463,2469686.0868077306,394.97668073233217,0.00015990433940435615
0,3540942.764253628,3559262.655927078,18319.891673449893,0.005173732786192443
0,2184640.582152481,2192416.0070942165,7775.424941735342,0.003559132337491587
0,3541029.4969766163,3555119.1822980824,14089.685321466066,0.003978979936059852
0,2037244.9438500653,2048600.0310741598,11355.08722409443,0.005573746671146544
0,3541202.7917483905,3538842.6050896244,2360.1866587661207,0.0006664929397056165
0,2184640.6690444113,2192417.407459004,7776.738414592575,0.0035597334265475415
0,3540717.9623716767,3524008.6478669145,16709.31450476218,0.004719188221806232
0,2470080.900447917,2469685.582540173,395.3179077440873,0.0001600424940221195
0,3539067.403488064,3522445.681832539,16621.721655525267,0.004696638905250318
0,2643088.2904188046,2636825.179846708,6263.110572096426,0.002369618372114243
0,3536635.803326588,3534403.8616986377,2231.9416279504076,0.0006310917357820743
0,2580634.969709696,2576581.76656929,4053.203140405938,0.0015706224196682479
0,3534603.9450021572,3548687.212880498,14083.267878340557,0.00398439771399394
0,2324736.0498458007,2328692.203174801,3956.1533290003426,0.0017017645204335148
0,3534123.922211018,3552386.4719965565,18262.549785538577,0.005167489931737641
0,2074358.482798334,2084752.6898548258,10394.207056491869,0.00501080557805513
0,3535487.8620326174,3542174.1088540503,6686.24682143284,0.0018911808164400806
0,2074357.2903331483,2084753.3535054268,10396.06317227846,0.005011703249351427
0,3537889.7081299685,3527249.5398054034,10640.16832456505,0.003007490114831519
0,2324733.546116529,2328689.446646201,3955.900529671926,0.0017016576098711459
0,3540051.0592892817,3521237.9227548367,18813.136534444988,0.00531436869676733
0,2580630.947665049,2576579.2325441735,4051.7151208757423,0.0015700482568194137
0,3540717.337577878,3524008.7602168648,16708.577361013275,0.0047189808640424324
0,2258344.9936418664,2250881.52750652,7463.466135346331,0.0033048387896264463
0,3541203.2833639905,3538843.977718953,2359.3056450374424,0.0006662440578096956
0,2053339.5898972955,2051172.9378354826,2166.6520618128125,0.001055184477264759
0,3541028.5359924976,3555118.541556246,14090.005563748535,0.003979071453542894
0,1699578.8236320629,1704718.5727621329,5139.749130069977,0.003024131072124176
0,3540944.698212329,3559261.9640383995,18317.26582607068,0.005172988393554489
0,1505576.0371387445,1513966.425845262,8390.388706517406,0.00557287609496152
0,3541146.0803409438,3547765.9079515855,6619.827610641718,0.0018694025777113259
0,1699578.1604544001,1704720.1039065092,5141.943452109117,0.003025423350188475
0,3541088.456551857,3530312.163653473,10776.292898383923,0.0030432148280411394
0,2053339.886224765,2051173.0050031138,2166.8812216513325,0.0010552959284472491
0,3540050.1146531147,3521238.8126356243,18811.30201749038,0.0053138518970751005
0,2258346.5292101153,2250882.3372881836,7464.1919219316915,0.003305157922129154
0,3537887.1807813444,3527245.7254298595,10641.45535148494,0.003007856047330138
0,2184974.6496079694,2179519.4959775107,5455.15363045875,0.0024966667834967877
0,3535489.575245021,3542177.3842263855,6687.808981364593,0.001891621751112392
0,1876101.9634132446,1877833.409439967,1731.446026722435,0.0009228954824887912
0,3534124.95464497,3552385.681435036,18260.726790065877,0.005166972595596951
0,1555355.900094744,1562861.8879661958,7505.987871451769,0.00482589732098907
0,3534603.432192186,3548687.5070158276,14084.074823641684,0.003984626590742215
0,1555356.3833871605,1562862.439790784,7506.056403623428,0.004825939883486507
0,3536641.2199420603,3534407.9247913836,2233.295150676742,0.0006314734833954488
0,1876098.1313905031,1877830.615769286,1732.4843787827995,0.0009234508311666715
0,3539065.171803508,3522443.2490414255,16621.922762082424,0.004696698691652488
0,2184972.7333163,2179516.954557597,5455.7787587028,0.0024969550766073623
0,3541090.680990465,3530314.4332527975,10776.247737667523,0.0030432001630224673
0,2643097.1503426265,2636834.1902000797,6262.960142546799,0.0023695535147979434
0,3541146.5104942066,3547765.2645629155,6618.754068708979,0.0018690991883827076
0,2470089.2768292935,2469694.1850408455,395.0917884479277,0.0001599504083330476
0,3540944.1530249827,3559262.622376557,18318.469351574313,0.005173329078326492
0,2184644.8041904317,2192420.1243361966,7775.320145764854,0.0035590774897826787
0,3541028.293991693,3555119.2494107108,14090.955419017933,0.003979339968259229
0,2037248.5839692357,2048601.9361714013,11353.352202165639,0.005572885062482431
0,3541203.573503444,3538842.605089624,2360.9684138200246,0.0006667135522751749
0,2184646.9893490444,2192421.5900555686,7774.600706524216,0.0035587446138567224
0,3540716.743002697,3524008.782301548,16707.960701148957,0.004718807494038568
0,2470089.9514338477,2469693.680777175,396.270656672772,0.00016042762185350506
0,3539065.167498637,3522445.547328726,16619.620169911068,0.004696048075785389
0,2643099.664538293,2636835.4809880704,6264.183550222777,0.002370014129344997
0,3536638.5642342954,3534403.861698637,2234.702535658609,0.000631871901827332
0,2580641.2106470326,2576591.894221288,4049.316425744444,0.0015691125170899589
0,3534602.8318415377,3548687.4101493508,14084.578307813033,0.003984769711870267
0,2324742.941270342,2328698.3910539905,3955.4497836483642,0.0017014568421431283
0,3534125.698768796,3552386.2747365846,18260.575967788696,0.005166928831691029
0,2074359.6003519753,2084755.526474086,10395.926122110803,0.005011631599625655
0,3535485.6441015108,3542174.1088540503,6688.464752539527,0.0018918093370562383
0,2074361.3134022194,2084755.9519264437,10394.638524224283,0.005011006740757105
0,3537891.3348355102,3527249.6070630443,10641.727772465907,0.0030079295165691346
0,2324738.4414454834,2328695.6345250616,3957.1930795782246,0.0017022100245899956
0,3540050.619166174,3521237.855516477,18812.76364969695,0.005314264024317291
0,2580639.9539999883,2576589.0623288704,4050.891671117861,0.001569723689985883
0,3540717.4302290287,3524008.7602168648,16708.67001216393,0.004719006907897516
0,2258344.3519451437,2250880.4406147157,7463.9113304279745,0.003305036862070748
0,3541203.577463918,3538843.9777189526,2359.5997449653223,0.0006663270533164836
0,2053338.739268522,2051172.182979492,2166.556289030006,0.0010551382719257596
0,3541028.294031741,3555118.558334401,14090.26430265978,0.00397914479429841
0,1699578.8555061773,1704718.461152781,5139.605646603741,0.00302404659245601
0,3540941.973357425,3559261.94726314,18319.97390571516,0.0051737571650587256
0,1505576.2092105302,1513966.7047109883,8390.495500458172,0.005572946390311152
0,3541148.3020954914,3547765.9079515855,6617.605856094044,0.0018687739940679818
0,1699582.6282561992,1704719.9922969032,5137.364040703978,0.003022720964131648
0,3541087.6091231313,3530312.2980343434,10775.311088787857,0.003042938294163277
0,2053337.803503694,2051172.2501461343,2165.553357559722,0.0010546503131947163
0,3540052.9225472347,3521238.5436818306,18814.378865404055,0.005314716835325225
