beta,timestep_ns,src,dst,baseline_path,da_path,path_changed,baseline_hop_count,da_hop_count,baseline_total_cost_m,da_modified_total_cost_m,baseline_path_da_modified_cost_m,da_path_baseline_cost_m,baseline_physical_rtt_ms,da_physical_rtt_ms
0.2,60000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38224116.66790832,33710080.979344726,33710080.979344726,38224116.66790832,255.0038578215888,255.0038578215888
0.2,60000000000,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18707106.718581874,17678386.29422749,17678386.29422749,18707106.718581874,124.80038252718067,124.80038252718067
0.2,60000000000,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18707106.718581874,19869649.691965945,19869649.691965945,18707106.718581874,124.80038252718067,124.80038252718067
0.2,60000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29173873.819517177,27150611.7844451,27150611.7844451,29173873.819517177,194.62713648064604,194.62713648064604
0.2,60000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29173873.81951717,31229215.856603198,31229215.856603198,29173873.81951717,194.62713648064602,194.62713648064602
0.2,60000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35319335.90222194,36157146.86079152,36157146.86079152,35319335.90222194,235.62524646448537,235.62524646448537
0.2,60000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35319335.90222193,34937717.2653811,34937717.2653811,35319335.90222193,235.62524646448531,235.62524646448531
0.2,60000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12700929.309901047,12506536.314258417,12506536.314258417,12700929.309901047,84.73147986865666,84.73147986865666
0.2,60000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12700929.30990105,12784671.395967182,12784671.395967182,12700929.30990105,84.73147986865666,84.73147986865666
0.2,60000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4605012.935684202,4343055.78592421,4343055.78592421,4605012.935684202,30.72133946534574,30.72133946534574
0.2,60000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4605012.935684202,4900652.683162516,4900652.683162516,4605012.935684202,30.72133946534574,30.72133946534574
0.2,60000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5086280.866977637,4686021.654087404,4686021.654087404,5086280.866977637,33.932013506341356,33.932013506341356
0.2,60000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5086280.866977637,5520235.476345232,5520235.476345232,5086280.866977637,33.932013506341356,33.932013506341356
0.2,60000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25725820.700796735,24051059.133063287,29447330.880883,29260694.77882994,171.62420210582306,195.20634357539402
0.2,60000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25725820.70079674,22006972.493354753,22006972.493354753,25725820.70079674,171.6242021058231,171.6242021058231
0.2,60000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23501351.170769457,23508207.784217387,23508207.784217387,23501351.170769457,156.78413878423493,156.78413878423493
0.2,60000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23501351.170769453,23198279.08778608,23198279.08778608,23501351.170769453,156.7841387842349,156.7841387842349
0.2,60000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,19047620.98912445,18019622.996712886,18019622.996712886,19047620.98912445,127.07204921829255,127.07204921829255
0.2,60000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,19047620.989124447,20210181.86612008,20210181.86612008,19047620.989124447,127.07204921829252,127.07204921829252
0.2,70000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38225261.34659276,37433565.37255052,42777570.41348084,41870472.20031784,255.01149429578217,279.32972350036795
0.2,70000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38225261.346592754,33714006.45228372,33714006.45228372,38225261.346592754,255.01149429578211,255.01149429578211
0.2,70000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41714115.67750261,37050195.445075184,37050195.445075184,41714115.67750261,278.28662505914417,278.28662505914417
0.2,70000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41714115.67750262,41370064.72140548,46425277.02440709,45671109.79591444,278.28662505914417,304.68484831539314
0.2,70000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29180694.46705791,27160243.91302859,27160243.91302859,29180694.46705791,194.67263894315786,194.67263894315786
0.2,70000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29180694.467057906,31238481.0455688,31238481.0455688,29180694.467057906,194.67263894315784,194.67263894315784
0.2,70000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35382094.96677056,36216964.18645268,36216964.18645268,35382094.96677056,236.04392987611823,236.04392987611823
0.2,70000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35382094.96677056,35003360.0083494,35003360.0083494,35382094.96677056,236.04392987611823,236.04392987611823
0.2,70000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12637736.184481531,12442406.626917604,12442406.626917604,12637736.184481531,84.30990071459057,84.30990071459057
0.2,70000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12637736.184481533,12721924.471588723,12721924.471588723,12637736.184481533,84.30990071459057,84.30990071459057
0.2,70000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4602700.6064380035,4340811.23212445,4340811.23212445,4602700.6064380035,30.705913265089567,30.705913265089567
0.2,70000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4602700.6064380035,4897951.99580423,4897951.99580423,4602700.6064380035,30.705913265089567,30.705913265089567
0.2,70000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5058546.115710573,4657898.096783852,4657898.096783852,5058546.115710573,33.74698716210248,33.74698716210248
0.2,70000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5058546.115710573,5492497.011692478,5492497.011692478,5058546.115710573,33.74698716210248,33.74698716210248
0.2,70000000000,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25771281.164490964,24093740.799071446,29493114.46139091,29302947.713611092,171.92748167461212,195.48822481458885
0.2,70000000000,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25771281.164490968,22052851.822149176,22052851.822149176,25771281.164490968,171.92748167461215,171.92748167461215
0.2,70000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23435211.21998916,23443262.72134684,23443262.72134684,23435211.21998916,156.3429005274653,156.3429005274653
0.2,70000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23435211.21998916,23129556.035886236,23129556.035886236,23435211.21998916,156.3429005274653,156.3429005274653
0.2,70000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,19018757.14352699,17990862.64554939,17990862.64554939,19018757.14352699,126.87949036747942,126.87949036747942
0.2,70000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,19018757.143526994,20179761.1730369,20179761.1730369,19018757.143526994,126.87949036747945,126.87949036747945
0.2,80000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38232185.679628596,37411533.74800822,42787775.27302105,41846230.36003402,255.05768847346116,279.1679993499638
0.2,80000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38232185.679628596,33723641.11026804,33723641.11026804,38232185.679628596,255.05768847346116,255.05768847346116
0.2,80000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41665849.58239898,37005741.70844668,37005741.70844668,41665849.58239898,277.96462833230436,277.96462833230436
0.2,80000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41665849.58239897,41276539.98820636,46381459.83167723,45574652.07431784,277.9646283323043,304.04135166280827
0.2,80000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29195261.19947357,27177644.25761508,27177644.25761508,29195261.19947357,194.76981772152234,194.76981772152234
0.2,80000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29195261.199473564,31255423.620590463,31255423.620590463,29195261.199473564,194.7698177215223,194.7698177215223
0.2,80000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35452196.244294845,36284035.88128326,36284035.88128326,35452196.244294845,236.51159526031068,236.51159526031068
0.2,80000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35452196.244294845,35076248.94346416,35076248.94346416,35452196.244294845,236.51159526031068,236.51159526031068
0.2,80000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12582193.422101155,12385907.801934408,12385907.801934408,12582193.422101155,83.93935928902624,83.93935928902624
0.2,80000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12582193.422101155,12666838.525497576,12666838.525497576,12582193.422101155,83.93935928902624,83.93935928902624
0.2,80000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4607813.628614797,4345946.913502495,4345946.913502495,4607813.628614797,30.74002367741217,30.74002367741217
0.2,80000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4607813.628614797,4902620.236556252,4902620.236556252,4607813.628614797,30.74002367741217,30.74002367741217
0.2,80000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5037769.554665545,4636760.814802837,4636760.814802837,5037769.554665545,33.6083808663762,33.6083808663762
0.2,80000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5037769.554665545,5471723.561217591,5471723.561217591,5037769.554665545,33.6083808663762,33.6083808663762
0.2,80000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,False,15,15,34058789.526489586,36378278.44667251,36378278.44667251,34058789.526489586,227.2157862389559,227.2157862389559
0.2,80000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,False,15,15,34058789.526489586,32104682.013881285,32104682.013881285,34058789.526489586,227.2157862389559,227.2157862389559
0.2,80000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23376984.027592037,23386310.763904415,23386310.763904415,23376984.027592037,155.9544505125078,155.9544505125078
0.2,80000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23376984.02759204,23068748.915556718,23068748.915556718,23376984.02759204,155.95445051250783,155.95445051250783
0.2,80000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,18995496.58892494,17967756.355452627,17967756.355452627,18995496.58892494,126.72431265048664,126.72431265048664
0.2,80000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,18995496.58892494,20154900.159488738,20154900.159488738,18995496.58892494,126.72431265048664,126.72431265048664
0.2,90000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38244848.34964206,37395264.87467581,42803775.45334058,41827630.43367066,255.14216471477786,279.04391399780087
0.2,90000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38244848.34964205,33738930.29118748,33738930.29118748,38244848.34964205,255.1421647147778,255.1421647147778
0.2,90000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41626927.383664824,36970517.943053946,36970517.943053946,41626927.383664824,277.70496737222675,277.70496737222675
0.2,90000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41626927.383664824,41191523.51638804,46347060.13665022,45486547.04089639,277.70496737222675,303.45357814769574
0.2,90000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29217572.566231128,27202838.089556,27202838.089556,29217572.566231128,194.9186631388247,194.9186631388247
0.2,90000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29217572.566231124,31280037.232331015,31280037.232331015,29217572.566231124,194.91866313882468,194.91866313882468
0.2,90000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35529694.62896295,36358411.365195535,36358411.365195535,35529694.62896295,237.02860883153338,237.02860883153338
0.2,90000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35529694.62896294,35156442.810102366,35156442.810102366,35529694.62896294,237.02860883153332,237.02860883153332
0.2,90000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12534711.666045776,12337490.886972517,12337490.886972517,12534711.666045776,83.62259510908561,83.62259510908561
0.2,90000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12534711.666045774,12619854.474079464,12619854.474079464,12534711.666045774,83.6225951090856,83.6225951090856
0.2,90000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4620354.797521422,4358566.043206425,4358566.043206425,4620354.797521422,30.82368935059348,30.82368935059348
0.2,90000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4620354.797521422,4914726.52173686,4914726.52173686,4620354.797521422,30.82368935059348,30.82368935059348
0.2,90000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5024158.918740967,4622727.394226432,4622727.394226432,5024158.918740967,33.517580477231135,33.517580477231135
0.2,90000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5024158.918740967,5458121.112532768,5458121.112532768,5024158.918740967,33.517580477231135,33.517580477231135
0.2,90000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,False,15,15,34162062.14199877,36481880.92619233,36481880.92619233,34162062.14199877,227.90474696997725,227.90474696997725
0.2,90000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->344->345->332->319->306->293->280->267->254->241->441,True,15,15,34162062.14199875,32184186.14828479,32203505.354249828,34403401.93292922,227.90474696997717,229.5147927499178
0.2,90000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23326747.98364901,23337423.541218817,23337423.541218817,23326747.98364901,155.619311701624,155.619311701624
0.2,90000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23326747.983649015,23015991.744804874,23015991.744804874,23326747.983649015,155.619311701624,155.619311701624
0.2,90000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,18978131.187620483,17950558.703750964,17950558.703750964,18978131.187620483,126.60846316300913,126.60846316300913
0.2,90000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->59->46->33->20->19->18->364,True,8,8,18978131.187620483,20126254.95967806,20135852.396952264,19098803.06099124,126.60846316300913,127.4134992481448
0.2,100000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38263219.38488749,37384661.09979348,42825481.815733016,41814677.91042309,255.2647230697677,278.95750406384866
0.2,100000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38263219.38488749,33759926.80943382,33759926.80943382,38263219.38488749,255.2647230697677,255.2647230697677
0.2,100000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41597739.52879321,36945019.376591496,36945019.376591496,41597739.52879321,277.5102469642062,277.5102469642062
0.2,100000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41597739.5287932,41115287.81229796,46322396.14435239,45407191.968189634,277.5102469642062,302.9241780871594
0.2,100000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29247619.50600976,27235769.584747873,27235769.584747873,29247619.50600976,195.11911474443937,195.11911474443937
0.2,100000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29247619.50600976,31312391.3198434,31312391.3198434,29247619.50600976,195.11911474443937,195.11911474443937
0.2,100000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35614594.21982933,36440131.71817346,36440131.71817346,35614594.21982933,237.5949979357341,237.5949979357341
0.2,100000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35614594.21982933,35243935.69176878,35243935.69176878,35614594.21982933,237.5949979357341,237.5949979357341
0.2,100000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12495629.460857969,12297478.705521649,12297478.705521649,12495629.460857969,83.36186670084922,83.36186670084922
0.2,100000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12495629.460857969,12581302.075758269,12581302.075758269,12495629.460857969,83.36186670084922,83.36186670084922
0.2,100000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4640262.144766193,4378477.578053718,4378477.578053718,4640262.144766193,30.95649687602343,30.95649687602343
0.2,100000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4640262.144766193,4934211.223207421,4934211.223207421,4640262.144766193,30.95649687602343,30.95649687602343
0.2,100000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5017867.846125082,4616067.509919524,4616067.509919524,5017867.846125082,33.47561095833226,33.47561095833226
0.2,100000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5017867.846125082,5451816.278288273,5451816.278288273,5017867.846125082,33.47561095833226,33.47561095833226
0.2,100000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->254->267->280->293->306->319->332->345->344->343->5->18->31->436,True,15,15,34271113.83593312,36507336.34024345,36591080.28929582,34430969.235561766,228.63226156231804,229.69870199711139
0.2,100000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->344->345->332->319->306->293->280->267->254->241->441,True,15,15,34271113.83593311,32210333.889247,32308221.142856136,34430969.235561766,228.63226156231798,229.69870199711139
0.2,100000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23284506.699976675,23296590.493725866,23296590.493725866,23284506.699976675,155.33750819026056,155.33750819026056
0.2,100000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23284506.699976675,22971289.592640433,22971289.592640433,23284506.699976675,155.33750819026056,155.33750819026056
0.2,100000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->19->20->33->46->59->72->440,True,8,8,18966933.405299798,17897534.359676298,17939361.192837745,19046859.281546555,126.53375960044863,127.06696765231202
0.2,100000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->59->46->33->20->19->18->364,True,8,8,18966933.405299798,20074090.288416207,20123075.02362869,19046859.28154656,126.53375960044863,127.06696765231204
0.2,110000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38287292.04074175,37379800.255844794,42852944.26690319,41807382.86657286,255.4253185431486,278.90883676982196
0.2,110000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38287292.04074175,33786552.383605644,33786552.383605644,38287292.04074175,255.4253185431486,255.4253185431486
0.2,110000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41578613.6911543,36929494.83595553,36929494.83595553,41578613.6911543,277.3826531096676,277.3826531096676
0.2,110000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41578613.69115431,41048255.69225356,46307862.31421227,45336915.432206,277.3826531096677,302.45534350437856
0.2,110000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29285395.119633693,27276476.166738976,27276476.166738976,29285395.119633693,195.37112651201983,195.37112651201983
0.2,110000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29285395.119633704,31352405.088719346,31352405.088719346,29285395.119633704,195.37112651201988,195.37112651201988
0.2,110000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35706804.268836044,36529032.97879638,36529032.97879638,35706804.268836044,238.21015716703616,238.21015716703616
0.2,110000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35706804.26883604,35338685.25830663,35338685.25830663,35706804.26883604,238.2101571670361,238.2101571670361
0.2,110000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12465198.077652862,12266135.004787374,12266135.004787374,12465198.077652862,83.15885036476043,83.15885036476043
0.2,110000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12465198.07765286,12551441.519559737,12551441.519559737,12465198.07765286,83.15885036476041,83.15885036476041
0.2,110000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4667409.292861372,4405657.532354807,4405657.532354807,4667409.292861372,31.137603153855004,31.137603153855004
0.2,110000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4667409.292861372,4960880.274319312,4960880.274319312,4667409.292861372,31.137603153855004,31.137603153855004
0.2,110000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5018991.748230025,4616786.021146008,4616786.021146008,5018991.748230025,33.48310882610679,33.48310882610679
0.2,110000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5018991.748230025,5452909.330295602,5452909.330295602,5018991.748230025,33.48310882610679,33.48310882610679
0.2,110000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->254->267->280->293->306->319->332->345->344->343->5->18->31->436,True,15,15,34385597.89678751,36537103.81715539,36705679.83316689,34463918.31037922,229.3960170057881,229.9185145636934
0.2,110000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->344->345->332->319->306->293->280->267->254->241->441,True,15,15,34385597.89678751,32241872.87072682,32418249.728599027,34463918.310379215,229.3960170057881,229.91851456369335
0.2,110000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23250195.867659993,23263795.33270842,23263795.33270842,23250195.867659993,155.10861095551638,155.10861095551638
0.2,110000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23250195.867659993,22934541.657192893,22934541.657192893,23250195.867659993,155.10861095551638,155.10861095551638
0.2,110000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->19->20->33->46->59->72->440,True,8,8,18962139.757729035,17850267.625597008,17934655.287915345,19001299.933520477,126.50177982615583,126.76302839826931
0.2,110000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->59->46->33->20->19->18->364,True,8,8,18962139.757729035,20028444.547301985,20116577.347725287,19001299.933520477,126.50177982615583,126.76302839826931
0.3,0,399,447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,399->19->20->21->22->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,17,18,40036604.01522177,37842159.22459423,47431411.54838478,43930134.65256021,267.095471862883,293.07031234628465
0.3,0,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,False,17,17,40036604.015221775,32639606.57710279,32639606.57710279,40036604.015221775,267.0954718628831,267.0954718628831
0.3,0,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18697558.98184062,17151867.813721307,17151867.813721307,18697558.98184062,124.73668688383496,124.73668688383496
