timestep_ns,from_sat,to_sat,alpha
0,144,157,-0.8056661429989938
0,157,144,0.8779535318696703
0,145,146,0.9704409194036452
0,146,145,-0.9704742131161275
0,145,158,-0.8917325612127505
0,158,145,0.9638505077606166
0,146,147,0.970783214072696
0,147,146,-0.9697630172250499
0,146,159,-0.9825999741126908
0,159,146,0.9827595917274289
0,147,148,0.9702617206363952
0,148,147,-0.9688480349828046
0,147,160,-0.9637147080439937
0,160,147,0.8919519222023704
0,148,149,0.9693248936918879
0,149,148,-0.9685265836598047
0,148,161,-0.8778010422841758
0,161,148,0.8058778371697359
0,149,150,0.9687957056608495
0,150,149,-0.9691139408949736
0,149,162,-0.8082227814347294
0,162,149,0.7912783078700875
0,150,151,0.9691736522332272
0,151,150,-0.9700931855598419
0,150,163,-0.789229641038491
0,163,150,0.8383893086966856
0,151,152,0.9701170731453791
0,152,151,-0.9706498690759231
0,151,164,-0.8411426381020382
0,164,151,0.9227263454769005
0,152,153,0.9708356141383759
0,153,152,-0.9703101843738459
0,152,165,-0.9455012693036767
0,165,152,0.9883888078031948
0,153,154,0.9707074157657324
0,154,153,-0.9693702650352195
0,153,166,-0.98825658874186
0,166,153,0.9457147097845341
0,154,155,0.9698371027106423
0,155,154,-0.96863354300558
0,154,167,-0.9225848789615946
0,167,154,0.8413763686161799
0,143,155,-0.9687264964273067
0,155,143,0.9689595818629646
0,155,168,-0.8383011348432053
0,168,155,0.7894865273834696
0,156,157,0.9687646855786917
0,157,156,-0.969086887168497
0,156,169,0.6120163696350265
0,169,156,-0.591969184463556
0,157,158,0.9690913236614553
0,158,157,-0.9700231377345523
0,157,170,0.7258853862749268
0,170,157,-0.6390041157100728
0,158,159,0.9700074054852332
0,159,158,-0.9705406755125376
0,158,171,0.9065000149213374
0,171,158,-0.81383588920359
0,159,160,0.9707196339274927
0,160,159,-0.9701947156669751
0,159,172,0.989119772954501
0,172,159,-0.9890324970904987
0,160,161,0.9706154657211783
0,161,160,-0.9692728909570948
0,160,173,0.8138642557992902
0,173,160,-0.9063325195961403
0,161,162,0.9697925901611684
0,162,161,-0.9685727618532717
0,161,174,0.6390884185639956
0,174,161,-0.7257214737526042
0,162,163,0.9689591455166128
0,163,162,-0.9687331041095928
0,162,175,0.5920367450702804
0,175,162,-0.6119548642237875
0,163,164,0.9688829693665052
0,164,163,-0.9695999847471058
0,163,176,0.6577607030869628
0,176,163,-0.5996350646243449
0,164,165,0.969613282812428
0,165,164,-0.9704696113485021
0,164,177,0.8127059125090922
0,177,164,-0.7115987220038579
0,165,166,0.9705572731882987
0,166,165,-0.9705909652609641
0,165,178,0.9789599115840181
0,178,165,-0.9218321839815593
0,166,167,0.9708902432302026
0,167,166,-0.9698705517831833
0,166,179,0.921838407406136
0,179,166,-0.9788223279144826
0,167,168,0.9703271627370603
0,168,167,-0.968924651341556
0,167,180,0.7116243529631702
0,180,167,-0.8125756881869355
0,156,168,-0.9685577191360578
0,168,156,0.9693449762034418
0,168,181,0.5996730810110726
0,181,168,-0.65753150779812
0,169,170,0.9688207121035285
0,170,169,-0.9695539126285632
0,169,182,-0.7910324301090136
0,182,169,0.8083987487414837
0,170,171,0.9695204062424386
0,171,170,-0.9703777994148121
0,170,183,-0.8056638526205309
0,183,170,0.8779521889095666
0,171,172,0.9704406686823523
0,172,171,-0.970474213870351
0,171,184,-0.8917355292783733
0,184,171,0.9638501233567992
0,172,173,0.9707832135547747
0,173,172,-0.9697604058625756
0,172,185,-0.9825998433006977
0,185,172,0.9827594611852092
0,173,174,0.9702591225181482
0,174,173,-0.9688480349828767
0,173,186,-0.9637289317641363
0,186,173,0.8919504883822387
