beta,avg_rtt_ms,avg_hop_count,route_change_rate,avg_fstate_updates_per_step
0.0,167.32533026030376,11.281666666666666,0.1,5202.083333333333
0.01,167.32533026030376,11.281666666666666,0.1,5131.416666666667
0.02,167.32533026030376,11.281666666666666,0.1,5127.833333333333
0.05,167.33409570943496,11.275833333333333,0.09818181818181818,5147.75
0.1,169.48652634045249,11.365,0.10272727272727272,5350.416666666667
0.2,169.73169473548387,11.3975,0.10363636363636364,5377.166666666667
0.3,175.3529987841878,11.6325,0.10272727272727272,5426.083333333333
